Activity;Filename;Start;End
Fall;Home_01_video (30).mp4;103;166
Fall;Home_02_video (31).mp4;180;243
Fall;Home_02_video (32).mp4;67;130
Fall;Home_02_video (33).mp4;107;170
Fall;Home_02_video (34).mp4;137;200
Fall;Home_02_video (35).mp4;116;179
Fall;Home_02_video (36).mp4;104;167
Fall;Home_02_video (37).mp4;109;172
Fall;Lecture_room_video (1).mp4;155;218
Fall;Lecture_room_video (2).mp4;355;418
Fall;Lecture_room_video (3).mp4;455;518
Fall;Lecture_room_video (4).mp4;255;318
Fall;Lecture_room_video (5).mp4;255;318
Fall;Lecture_room_video (6).mp4;155;218
Fall;Lecture_room_video (7).mp4;220;283
Fall;Lecture_room_video (8).mp4;575;638
Fall;Lecture_room_video (9).mp4;755;818
Fall;Lecture_room_video (10).mp4;330;393
Fall;Lecture_room_video (11).mp4;220;283
Fall;Lecture_room_video (12).mp4;555;618
Fall;Lecture_room_video (13).mp4;280;343
Fall;Lecture_room_video (14).mp4;305;368
Fall;Office_video (1).mp4;280;343
Fall;Office_video (2).mp4;145;208
Fall;Office_video (3).mp4;330;393
Fall;Office_video (4).mp4;175;238
Fall;Office_video (5).mp4;125;188
Fall;Office_video (6).mp4;300;363
Fall;Office_video (7).mp4;105;168
Fall;Office_video (8).mp4;280;343
Fall;Office_video (9).mp4;50;113
Fall;Office_video (10).mp4;150;213
Fall;Office_video (11).mp4;75;138
Fall;Office_video (12).mp4;175;238
Fall;Office_video (13).mp4;655;718
Fall;Office_video (14).mp4;65;128
Fall;Office_video (15).mp4;205;268
Fall;Office_video (16).mp4;215;278
Fall;Office_video (17).mp4;90;153
No Fall;Coffee_room_01_video (2).mp4;25;88
No Fall;Coffee_room_01_video (3).mp4;25;88
No Fall;Coffee_room_01_video (4).mp4;25;88
No Fall;Coffee_room_01_video (5).mp4;15;78
No Fall;Coffee_room_01_video (6).mp4;25;88
No Fall;Coffee_room_01_video (7).mp4;0;63
No Fall;Coffee_room_01_video (8).mp4;25;88
No Fall;Coffee_room_01_video (9).mp4;135;198
No Fall;Coffee_room_01_video (10).mp4;70;133
No Fall;Coffee_room_01_video (11).mp4;100;163
No Fall;Coffee_room_01_video (11).mp4;200;263
No Fall;Coffee_room_01_video (12).mp4;100;163
No Fall;Coffee_room_01_video (13).mp4;150;213
No Fall;Coffee_room_01_video (14).mp4;100;163
No Fall;Coffee_room_01_video (16).mp4;100;163
No Fall;Coffee_room_01_video (17).mp4;75;138
No Fall;Coffee_room_01_video (18).mp4;20;83
No Fall;Coffee_room_01_video (19).mp4;150;213
No Fall;Coffee_room_01_video (20).mp4;30;93
No Fall;Coffee_room_01_video (20).mp4;135;198
No Fall;Coffee_room_01_video (23).mp4;0;63
No Fall;Coffee_room_01_video (23).mp4;100;163
No Fall;Coffee_room_01_video (24).mp4;0;63
No Fall;Coffee_room_01_video (24).mp4;100;163
No Fall;Coffee_room_01_video (25).mp4;0;63
No Fall;Coffee_room_01_video (26).mp4;0;63
No Fall;Coffee_room_01_video (26).mp4;100;163
No Fall;Coffee_room_01_video (27).mp4;10;73
No Fall;Coffee_room_01_video (29).mp4;90;153
No Fall;Coffee_room_01_video (29).mp4;160;223
No Fall;Coffee_room_01_video (31).mp4;0;63
No Fall;Coffee_room_01_video (31).mp4;60;123
No Fall;Coffee_room_01_video (32).mp4;0;63
No Fall;Coffee_room_01_video (32).mp4;70;133
No Fall;Coffee_room_01_video (33).mp4;0;63
No Fall;Coffee_room_01_video (33).mp4;158;221
No Fall;Coffee_room_01_video (34).mp4;25;88
No Fall;Coffee_room_01_video (34).mp4;80;143
No Fall;Coffee_room_01_video (34).mp4;145;208
No Fall;Coffee_room_01_video (34).mp4;245;308
No Fall;Coffee_room_01_video (35).mp4;0;63
No Fall;Coffee_room_01_video (36).mp4;0;63
No Fall;Coffee_room_01_video (36).mp4;70;133
No Fall;Coffee_room_01_video (36).mp4;130;193
No Fall;Coffee_room_01_video (36).mp4;250;313
No Fall;Coffee_room_01_video (36).mp4;350;413
No Fall;Coffee_room_01_video (36).mp4;450;513
No Fall;Coffee_room_01_video (36).mp4;650;713
No Fall;Coffee_room_01_video (38).mp4;0;63
No Fall;Coffee_room_01_video (38).mp4;125;188
No Fall;Coffee_room_01_video (40).mp4;10;73
No Fall;Coffee_room_01_video (41).mp4;20;83
No Fall;Coffee_room_01_video (41).mp4;150;213
No Fall;Coffee_room_01_video (42).mp4;0;63
No Fall;Coffee_room_01_video (43).mp4;0;63
No Fall;Coffee_room_01_video (43).mp4;100;163
No Fall;Coffee_room_01_video (43).mp4;400;463
No Fall;Coffee_room_01_video (46).mp4;25;88
No Fall;Coffee_room_01_video (47).mp4;0;63
No Fall;Coffee_room_01_video (47).mp4;130;193
No Fall;Coffee_room_01_video (47).mp4;310;373
No Fall;Coffee_room_01_video (47).mp4;490;553
No Fall;Coffee_room_01_video (48).mp4;200;263
No Fall;Coffee_room_01_video (48).mp4;350;413
No Fall;Coffee_room_01_video (48).mp4;500;563
No Fall;Coffee_room_02_video (49).mp4;50;113
No Fall;Coffee_room_02_video (49).mp4;200;263
No Fall;Coffee_room_02_video (50).mp4;250;313
No Fall;Coffee_room_02_video (50).mp4;600;663
No Fall;Coffee_room_02_video (50).mp4;800;863
No Fall;Coffee_room_02_video (50).mp4;1300;1363
No Fall;Coffee_room_02_video (50).mp4;1500;1563
No Fall;Coffee_room_02_video (55).mp4;50;113
No Fall;Coffee_room_02_video (56).mp4;65;128
No Fall;Coffee_room_02_video (56).mp4;200;263
No Fall;Coffee_room_02_video (57).mp4;25;88
No Fall;Coffee_room_02_video (57).mp4;200;263
No Fall;Coffee_room_02_video (57).mp4;290;353
No Fall;Coffee_room_02_video (61).mp4;150;213
No Fall;Coffee_room_02_video (61).mp4;250;313
No Fall;Coffee_room_02_video (61).mp4;300;363
No Fall;Coffee_room_02_video (61).mp4;350;413
No Fall;Coffee_room_02_video (61).mp4;500;563
No Fall;Coffee_room_02_video (61).mp4;700;763
No Fall;Coffee_room_02_video (61).mp4;800;863
No Fall;Coffee_room_02_video (61).mp4;950;1013
No Fall;Coffee_room_02_video (62).mp4;20;83
No Fall;Coffee_room_02_video (63).mp4;50;113
No Fall;Coffee_room_02_video (65).mp4;100;163
No Fall;Coffee_room_02_video (65).mp4;390;453
No Fall;Coffee_room_02_video (65).mp4;600;663
No Fall;Coffee_room_02_video (66).mp4;150;213
No Fall;Coffee_room_02_video (66).mp4;210;273
No Fall;Coffee_room_02_video (67).mp4;20;83
No Fall;Coffee_room_02_video (67).mp4;170;233
No Fall;Coffee_room_02_video (68).mp4;0;63
No Fall;Coffee_room_02_video (68).mp4;100;163
No Fall;Coffee_room_02_video (68).mp4;200;263
No Fall;Coffee_room_02_video (68).mp4;300;363
No Fall;Coffee_room_02_video (68).mp4;400;463
No Fall;Coffee_room_02_video (68).mp4;500;563
No Fall;Coffee_room_02_video (68).mp4;600;663
No Fall;Coffee_room_02_video (68).mp4;700;763
No Fall;Coffee_room_02_video (68).mp4;800;863
No Fall;Coffee_room_02_video (68).mp4;900;963
No Fall;Coffee_room_02_video (68).mp4;1000;1063
No Fall;Coffee_room_02_video (68).mp4;1100;1163
No Fall;Coffee_room_02_video (68).mp4;1200;1263
No Fall;Coffee_room_02_video (68).mp4;1300;1363
No Fall;Coffee_room_02_video (68).mp4;1400;1463
No Fall;Coffee_room_02_video (68).mp4;1500;1563
No Fall;Coffee_room_02_video (69).mp4;0;63
No Fall;Coffee_room_02_video (69).mp4;100;163
No Fall;Coffee_room_02_video (69).mp4;200;263
No Fall;Coffee_room_02_video (69).mp4;300;363
No Fall;Coffee_room_02_video (69).mp4;400;463
No Fall;Coffee_room_02_video (69).mp4;500;563
No Fall;Coffee_room_02_video (69).mp4;600;663
No Fall;Coffee_room_02_video (69).mp4;700;763
No Fall;Coffee_room_02_video (69).mp4;800;863
No Fall;Coffee_room_02_video (69).mp4;900;963
No Fall;Coffee_room_02_video (69).mp4;1000;1063
No Fall;Coffee_room_02_video (69).mp4;1100;1163
No Fall;Coffee_room_02_video (70).mp4;0;63
No Fall;Coffee_room_02_video (70).mp4;100;163
No Fall;Coffee_room_02_video (70).mp4;200;263
No Fall;Coffee_room_02_video (70).mp4;300;363
No Fall;Coffee_room_02_video (70).mp4;400;463
No Fall;Coffee_room_02_video (70).mp4;500;563
No Fall;Coffee_room_02_video (70).mp4;600;663
No Fall;Coffee_room_02_video (70).mp4;700;763
No Fall;Home_01_video (1).mp4;0;63
No Fall;Home_01_video (1).mp4;190;253
No Fall;Home_01_video (2).mp4;0;63
No Fall;Home_01_video (5).mp4;0;63
No Fall;Home_01_video (6).mp4;20;83
No Fall;Home_01_video (7).mp4;30;93
No Fall;Home_01_video (8).mp4;30;93
No Fall;Home_01_video (10).mp4;40;103
No Fall;Home_01_video (11).mp4;180;243
No Fall;Home_01_video (12).mp4;60;123
No Fall;Home_01_video (13).mp4;60;123
No Fall;Home_01_video (16).mp4;70;133
No Fall;Home_01_video (17).mp4;20;83
No Fall;Home_01_video (18).mp4;0;63
No Fall;Home_01_video (28).mp4;60;123
No Fall;Home_02_video (31).mp4;100;163
No Fall;Home_02_video (33).mp4;30;93
No Fall;Home_02_video (34).mp4;30;93
No Fall;Home_02_video (35).mp4;40;103
No Fall;Home_02_video (38).mp4;40;103
No Fall;Home_02_video (38).mp4;90;153
No Fall;Home_02_video (39).mp4;20;83
No Fall;Home_02_video (39).mp4;80;143
No Fall;Home_02_video (39).mp4;130;193
No Fall;Home_02_video (40).mp4;50;113
No Fall;Home_02_video (40).mp4;140;203
No Fall;Home_02_video (40).mp4;175;238
No Fall;Home_02_video (41).mp4;80;143
No Fall;Home_02_video (41).mp4;130;193
No Fall;Home_02_video (42).mp4;45;108
No Fall;Home_02_video (42).mp4;90;153
No Fall;Home_02_video (43).mp4;20;83
No Fall;Home_02_video (43).mp4;100;163
No Fall;Home_02_video (44).mp4;0;63
No Fall;Home_02_video (44).mp4;100;163
No Fall;Home_02_video (44).mp4;200;263
No Fall;Home_02_video (45).mp4;0;63
No Fall;Home_02_video (45).mp4;100;163
No Fall;Home_02_video (46).mp4;0;63
No Fall;Home_02_video (46).mp4;100;163
No Fall;Home_02_video (47).mp4;0;63
No Fall;Home_02_video (47).mp4;100;163
No Fall;Home_02_video (47).mp4;200;263
No Fall;Home_02_video (48).mp4;0;63
No Fall;Home_02_video (48).mp4;100;163
No Fall;Home_02_video (49).mp4;0;63
No Fall;Home_02_video (49).mp4;100;163
No Fall;Home_02_video (49).mp4;200;263
No Fall;Home_02_video (50).mp4;0;63
No Fall;Home_02_video (50).mp4;100;163
No Fall;Home_02_video (50).mp4;200;263
No Fall;Home_02_video (51).mp4;0;63
No Fall;Home_02_video (51).mp4;100;163
No Fall;Home_02_video (51).mp4;200;263
No Fall;Home_02_video (52).mp4;0;63
No Fall;Home_02_video (52).mp4;100;163
No Fall;Home_02_video (53).mp4;0;63
No Fall;Home_02_video (53).mp4;100;163
No Fall;Home_02_video (54).mp4;0;63
No Fall;Home_02_video (54).mp4;100;163
No Fall;Home_02_video (55).mp4;0;63
No Fall;Home_02_video (55).mp4;100;163
No Fall;Home_02_video (56).mp4;0;63
No Fall;Home_02_video (56).mp4;90;153
No Fall;Home_02_video (56).mp4;180;243
No Fall;Home_02_video (56).mp4;270;333
No Fall;Home_02_video (57).mp4;0;63
No Fall;Home_02_video (57).mp4;80;143
No Fall;Home_02_video (57).mp4;170;233
No Fall;Home_02_video (58).mp4;0;63
No Fall;Home_02_video (58).mp4;100;163
No Fall;Home_02_video (58).mp4;200;263
No Fall;Home_02_video (59).mp4;0;63
No Fall;Home_02_video (59).mp4;70;133
No Fall;Home_02_video (59).mp4;140;203
No Fall;Home_02_video (60).mp4;0;63
No Fall;Home_02_video (60).mp4;100;163
No Fall;Home_02_video (60).mp4;200;263
No Fall;Lecture_room_video (15).mp4;0;63
No Fall;Lecture_room_video (15).mp4;100;163
No Fall;Lecture_room_video (15).mp4;200;263
No Fall;Lecture_room_video (15).mp4;300;363
No Fall;Lecture_room_video (15).mp4;400;463
No Fall;Lecture_room_video (15).mp4;500;563
No Fall;Lecture_room_video (16).mp4;0;63
No Fall;Lecture_room_video (16).mp4;100;163
No Fall;Lecture_room_video (16).mp4;200;263
No Fall;Lecture_room_video (16).mp4;300;363
No Fall;Lecture_room_video (16).mp4;400;463
No Fall;Lecture_room_video (16).mp4;500;563
No Fall;Lecture_room_video (16).mp4;600;663
No Fall;Lecture_room_video (16).mp4;700;763
No Fall;Lecture_room_video (16).mp4;800;863
No Fall;Lecture_room_video (17).mp4;0;63
No Fall;Lecture_room_video (17).mp4;100;163
No Fall;Lecture_room_video (17).mp4;200;263
No Fall;Lecture_room_video (17).mp4;300;363
No Fall;Lecture_room_video (17).mp4;400;463
No Fall;Lecture_room_video (18).mp4;0;63
No Fall;Lecture_room_video (18).mp4;100;163
No Fall;Lecture_room_video (18).mp4;200;263
No Fall;Lecture_room_video (18).mp4;300;363
No Fall;Lecture_room_video (18).mp4;400;463
No Fall;Lecture_room_video (18).mp4;500;563
No Fall;Lecture_room_video (18).mp4;600;663
No Fall;Lecture_room_video (18).mp4;700;763
No Fall;Lecture_room_video (18).mp4;800;863
No Fall;Lecture_room_video (18).mp4;900;963
No Fall;Lecture_room_video (19).mp4;0;63
No Fall;Lecture_room_video (19).mp4;100;163
No Fall;Lecture_room_video (19).mp4;200;263
No Fall;Lecture_room_video (19).mp4;300;363
No Fall;Lecture_room_video (19).mp4;400;463
No Fall;Lecture_room_video (19).mp4;500;563
No Fall;Lecture_room_video (19).mp4;600;663
No Fall;Lecture_room_video (19).mp4;700;763
No Fall;Lecture_room_video (20).mp4;0;63
No Fall;Lecture_room_video (20).mp4;100;163
No Fall;Lecture_room_video (20).mp4;200;263
No Fall;Lecture_room_video (21).mp4;0;63
No Fall;Lecture_room_video (21).mp4;100;163
No Fall;Lecture_room_video (21).mp4;200;263
No Fall;Lecture_room_video (21).mp4;300;363
No Fall;Lecture_room_video (21).mp4;400;463
No Fall;Lecture_room_video (21).mp4;500;563
No Fall;Lecture_room_video (21).mp4;600;663
No Fall;Lecture_room_video (21).mp4;700;763
No Fall;Lecture_room_video (21).mp4;800;863
No Fall;Lecture_room_video (21).mp4;900;963
No Fall;Lecture_room_video (21).mp4;1000;1063
No Fall;Lecture_room_video (22).mp4;0;63
No Fall;Lecture_room_video (22).mp4;100;163
No Fall;Lecture_room_video (22).mp4;200;263
No Fall;Lecture_room_video (22).mp4;300;363
No Fall;Lecture_room_video (22).mp4;400;463
No Fall;Lecture_room_video (22).mp4;500;563
No Fall;Lecture_room_video (22).mp4;600;663
No Fall;Lecture_room_video (22).mp4;700;763
No Fall;Lecture_room_video (22).mp4;800;863
No Fall;Lecture_room_video (22).mp4;900;963
No Fall;Lecture_room_video (23).mp4;0;63
No Fall;Lecture_room_video (23).mp4;100;163
No Fall;Lecture_room_video (23).mp4;200;263
No Fall;Lecture_room_video (23).mp4;300;363
No Fall;Lecture_room_video (23).mp4;400;463
No Fall;Lecture_room_video (23).mp4;500;563
No Fall;Lecture_room_video (23).mp4;600;663
No Fall;Lecture_room_video (24).mp4;0;63
No Fall;Lecture_room_video (24).mp4;100;163
No Fall;Lecture_room_video (24).mp4;200;263
No Fall;Lecture_room_video (24).mp4;300;363
No Fall;Lecture_room_video (24).mp4;400;463
No Fall;Lecture_room_video (24).mp4;500;563
No Fall;Lecture_room_video (24).mp4;600;663
No Fall;Lecture_room_video (24).mp4;700;763
No Fall;Lecture_room_video (24).mp4;800;863
No Fall;Lecture_room_video (24).mp4;900;963
No Fall;Lecture_room_video (24).mp4;1000;1063
No Fall;Lecture_room_video (24).mp4;1100;1163
No Fall;Lecture_room_video (24).mp4;1200;1263
No Fall;Lecture_room_video (24).mp4;1300;1363
No Fall;Lecture_room_video (24).mp4;1350;1413
No Fall;Lecture_room_video (25).mp4;0;63
No Fall;Lecture_room_video (25).mp4;100;163
No Fall;Lecture_room_video (25).mp4;200;263
No Fall;Lecture_room_video (25).mp4;300;363
No Fall;Lecture_room_video (26).mp4;0;63
No Fall;Lecture_room_video (26).mp4;100;163
No Fall;Lecture_room_video (26).mp4;200;263
No Fall;Lecture_room_video (26).mp4;300;363
No Fall;Lecture_room_video (26).mp4;400;463
No Fall;Lecture_room_video (26).mp4;500;563
No Fall;Lecture_room_video (26).mp4;600;663
No Fall;Lecture_room_video (26).mp4;700;763
No Fall;Lecture_room_video (26).mp4;800;863
No Fall;Lecture_room_video (26).mp4;900;963
No Fall;Lecture_room_video (26).mp4;1000;1063
No Fall;Lecture_room_video (26).mp4;1100;1163
No Fall;Lecture_room_video (26).mp4;1200;1263
No Fall;Lecture_room_video (26).mp4;1300;1363
No Fall;Lecture_room_video (27).mp4;0;63
No Fall;Lecture_room_video (27).mp4;90;153
No Fall;Lecture_room_video (27).mp4;180;243
No Fall;Office_video (18).mp4;0;63
No Fall;Office_video (18).mp4;100;163
No Fall;Office_video (18).mp4;200;263
No Fall;Office_video (18).mp4;300;363
No Fall;Office_video (18).mp4;400;463
No Fall;Office_video (18).mp4;500;563
No Fall;Office_video (18).mp4;600;663
No Fall;Office_video (18).mp4;700;763
No Fall;Office_video (19).mp4;0;63
No Fall;Office_video (19).mp4;100;163
No Fall;Office_video (19).mp4;200;263
No Fall;Office_video (20).mp4;0;63
No Fall;Office_video (20).mp4;100;163
No Fall;Office_video (20).mp4;200;263
No Fall;Office_video (20).mp4;300;363
No Fall;Office_video (20).mp4;400;463
No Fall;Office_video (21).mp4;0;63
No Fall;Office_video (21).mp4;100;163
No Fall;Office_video (21).mp4;200;263
No Fall;Office_video (21).mp4;300;363
No Fall;Office_video (22).mp4;0;63
No Fall;Office_video (22).mp4;70;133
No Fall;Office_video (22).mp4;140;203
No Fall;Office_video (23).mp4;0;63
No Fall;Office_video (23).mp4;100;163
No Fall;Office_video (23).mp4;200;263
No Fall;Office_video (23).mp4;300;363
No Fall;Office_video (23).mp4;400;463
No Fall;Office_video (23).mp4;500;563
No Fall;Office_video (23).mp4;600;663
No Fall;Office_video (23).mp4;700;763
No Fall;Office_video (23).mp4;800;863
No Fall;Office_video (23).mp4;900;963
No Fall;Office_video (23).mp4;1000;1063
No Fall;Office_video (23).mp4;1080;1143
No Fall;Office_video (24).mp4;0;63
No Fall;Office_video (24).mp4;100;163
No Fall;Office_video (24).mp4;200;263
No Fall;Office_video (24).mp4;300;363
No Fall;Office_video (24).mp4;400;463
No Fall;Office_video (24).mp4;500;563
No Fall;Office_video (24).mp4;600;663
No Fall;Office_video (24).mp4;700;763
No Fall;Office_video (25).mp4;0;63
No Fall;Office_video (25).mp4;100;163
No Fall;Office_video (25).mp4;200;263
No Fall;Office_video (25).mp4;300;363
No Fall;Office_video (25).mp4;400;463
No Fall;Office_video (25).mp4;500;563
No Fall;Office_video (25).mp4;600;663
No Fall;Office_video (25).mp4;700;763
No Fall;Office_video (25).mp4;800;863
No Fall;Office_video (25).mp4;900;963
No Fall;Office_video (26).mp4;0;63
No Fall;Office_video (26).mp4;100;163
No Fall;Office_video (26).mp4;200;263
No Fall;Office_video (26).mp4;300;363
No Fall;Office_video (26).mp4;400;463
No Fall;Office_video (27).mp4;0;63
No Fall;Office_video (27).mp4;100;163
No Fall;Office_video (27).mp4;200;263
No Fall;Office_video (27).mp4;300;363
No Fall;Office_video (27).mp4;400;463
No Fall;Office_video (27).mp4;500;563
No Fall;Office_video (27).mp4;600;663
No Fall;Office_video (27).mp4;700;763
No Fall;Office_video (28).mp4;0;63
No Fall;Office_video (28).mp4;100;163
No Fall;Office_video (28).mp4;200;263
No Fall;Office_video (28).mp4;300;363
No Fall;Office_video (28).mp4;400;463
No Fall;Office_video (29).mp4;0;63
No Fall;Office_video (29).mp4;100;163
No Fall;Office_video (29).mp4;200;263
No Fall;Office_video (29).mp4;300;363
No Fall;Office_video (29).mp4;400;463
No Fall;Office_video (29).mp4;500;563
No Fall;Office_video (29).mp4;600;663
No Fall;Office_video (29).mp4;700;763
No Fall;Office_video (29).mp4;800;863
No Fall;Office_video (29).mp4;900;963
No Fall;Office_video (29).mp4;1000;1063
No Fall;Office_video (29).mp4;1100;1163
No Fall;Office_video (30).mp4;0;63
No Fall;Office_video (30).mp4;100;163
No Fall;Office_video (30).mp4;200;263
No Fall;Office_video (30).mp4;300;363
No Fall;Office_video (30).mp4;400;463
No Fall;Office_video (30).mp4;500;563
No Fall;Office_video (30).mp4;600;663
No Fall;Office_video (30).mp4;700;763
No Fall;Office_video (30).mp4;800;863
No Fall;Office_video (30).mp4;900;963
No Fall;Office_video (30).mp4;1000;1063
No Fall;Office_video (30).mp4;1100;1163
No Fall;Office_video (31).mp4;0;63
No Fall;Office_video (31).mp4;100;163
No Fall;Office_video (32).mp4;0;63
No Fall;Office_video (32).mp4;100;163
No Fall;Office_video (32).mp4;200;263
No Fall;Office_video (32).mp4;300;363
No Fall;Office_video (32).mp4;400;463
No Fall;Office_video (33).mp4;0;63
No Fall;Office_video (33).mp4;100;163
No Fall;Office_video (33).mp4;200;263
No Fall;Office_video (33).mp4;300;363
No Fall;Office_video (33).mp4;400;463
No Fall;Office_video (33).mp4;500;563
No Fall;Office_video (33).mp4;570;633
